Area,NumberOfRooms,Zip,price,latitude,longitude
214.0,4.0,1073,975000,52.351928,4.896904
126.0,6.0,1081,499000,52.3337697,4.8522405
46.0,2.0,1055,212500,52.3817073,4.8540225
215.0,6.0,1017,1195000,52.3641851,4.8907747
243.0,3.0,1082,2000000,52.3314299,4.8766928
46.0,3.0,1072,300000,52.3522009,4.8903141
52.0,3.0,1078,325000,52.3441217,4.8922031
61.0,2.0,1079,349000,52.3421834,4.9067927
52.0,2.0,1091,319000,52.3565396,4.9143228
86.0,4.0,1052,500000,52.3768523,4.87475
83.0,3.0,1054,425000,52.3612327,4.8653587
115.0,5.0,1035,349500,52.4168952,4.9067666
83.0,3.0,1087,287500,52.3555895,5.0005613
111.0,4.0,1054,700000,52.3612327,4.8653587
213.0,9.0,1018,900000,52.3683871,4.9180909
50.0,2.0,1092,270000,52.358913,4.9213875
44.0,2.0,1052,225000,52.3768523,4.87475
28.0,1.0,1096,210000,52.3363412,4.9190299
66.0,4.0,1025,275000,52.3996222,4.9369594
84.0,3.0,1052,489000,52.3768523,4.87475
134.0,1.0,1075,800000,52.3515641,4.856651
69.0,3.0,1017,549000,52.3641851,4.8907747
55.0,3.0,1024,200000,52.3934948,4.9558257
45.0,3.0,1011,425000,52.3729762,4.9039565
72.0,3.0,1031,400000,52.3903988,4.9020632
62.0,2.0,1034,175000,52.4076495,4.9172724
111.0,4.0,1017,815000,52.3641851,4.8907747
87.0,3.0,1095,429000,52.359026,4.9611967
198.0,5.0,1017,1295000,52.3641851,4.8907747
164.0,5.0,1083,535000,52.3297611,4.888615
250.0,6.0,1077,1995000,52.3435465,4.8738549
105.0,5.0,1034,529500,52.4076495,4.9172724
45.0,2.0,1021,235000,52.3834657,4.9173131
535.0,8.0,1017,3250000,52.3641851,4.8907747
71.0,3.0,1102,199500,52.3135175,4.9547795
50.0,1.0,1082,350000,52.3314299,4.8766928
165.0,5.0,1069,660000,52.3576375,4.7901227
74.0,3.0,1064,225000,52.3724594,4.8192201
91.0,3.0,1016,625000,52.3711467,4.8837046
107.0,5.0,1106,255000,52.3007124,4.9740506
127.0,4.0,1054,899000,52.3612327,4.8653587
217.0,7.0,1077,1250000,52.3435465,4.8738549
73.0,3.0,1053,469000,52.3663937,4.8695863
241.0,7.0,1067,1150000,52.3765795,4.7834602
100.0,3.0,1096,606190,52.3363412,4.9190299
50.0,2.0,1054,298000,52.3612327,4.8653587
66.0,4.0,1054,425000,52.3612327,4.8653587
167.0,5.0,1016,1125000,52.3711467,4.8837046
37.0,2.0,1055,185000,52.3817073,4.8540225
99.0,3.0,1063,300000,52.3815295,4.825779
166.0,7.0,1082,750000,52.3314299,4.8766928
32.0,2.0,1052,222500,52.3768523,4.87475
88.0,3.0,1069,250000,52.3576375,4.7901227
51.0,3.0,1067,235000,52.3765795,4.7834602
264.0,6.0,1077,2995000,52.3435465,4.8738549
137.0,4.0,1098,600000,52.3511236,4.9482332
61.0,2.0,1106,150000,52.3007124,4.9740506
159.0,9.0,1071,1495000,52.3559882,4.8778762
90.0,4.0,1081,399500,52.3337697,4.8522405
95.0,3.0,1013,550000,52.396789,4.8766067
224.0,5.0,1054,1850000,52.3612327,4.8653587
171.0,3.0,1018,1200000,52.3683871,4.9180909
87.0,4.0,1058,449000,52.3583805,4.8494046
38.0,2.0,1012,275000,52.3733862,4.8940639
51.0,2.0,1015,325000,52.3790928,4.885109
71.0,3.0,1079,299000,52.3421834,4.9067927
221.0,6.0,1071,2750000,52.3559882,4.8778762
268.0,7.0,1071,2500000,52.3559882,4.8778762
125.0,5.0,1067,695000,52.3765795,4.7834602
95.0,1.0,1086,299000,52.3617208,4.981714
144.0,5.0,1086,323000,52.3617208,4.981714
93.0,3.0,1087,335000,52.3555895,5.0005613
78.0,4.0,1063,265000,52.3815295,4.825779
87.0,3.0,1096,395000,52.3363412,4.9190299
72.0,3.0,1031,400000,52.3903988,4.9020632
79.0,3.0,1071,749000,52.3559882,4.8778762
71.0,3.0,1102,175000,52.3135175,4.9547795
75.0,4.0,1083,299000,52.3297611,4.888615
136.0,7.0,1107,305000,52.2912462,4.9773243
60.0,4.0,1064,250000,52.3724594,4.8192201
33.0,1.0,1082,180648,52.3314299,4.8766928
98.0,3.0,1073,649000,52.351928,4.896904
67.0,3.0,1033,250000,52.4095854,4.8868895
106.0,4.0,1106,299000,52.3007124,4.9740506
82.0,3.0,1064,225000,52.3724594,4.8192201
82.0,3.0,1069,299000,52.3576375,4.7901227
63.0,2.0,1060,235000,40.8046725,-73.9634204
51.0,3.0,1067,235000,52.3765795,4.7834602
99.0,4.0,1071,575000,52.3559882,4.8778762
94.0,3.0,1015,600000,52.3790928,4.885109
91.0,5.0,1064,275000,52.3724594,4.8192201
109.0,4.0,1103,190000,52.3234207,4.9728948
98.0,4.0,1024,350000,52.3934948,4.9558257
87.0,3.0,1087,310000,52.3555895,5.0005613
68.0,3.0,1012,399000,52.3733862,4.8940639
160.0,4.0,1086,598000,52.3617208,4.981714
67.0,3.0,1054,425000,52.3612327,4.8653587
51.0,3.0,1067,250000,52.3765795,4.7834602
73.0,4.0,1069,225000,52.3576375,4.7901227
103.0,3.0,1104,235000,52.3164474,4.9802023
95.0,4.0,1058,489000,52.3583805,4.8494046
56.0,2.0,1091,325000,52.3565396,4.9143228
160.0,7.0,1082,759000,52.3314299,4.8766928
128.0,5.0,1058,775000,52.3583805,4.8494046
59.0,3.0,1013,325000,52.396789,4.8766067
77.0,2.0,1011,475000,52.3729762,4.9039565
54.0,2.0,1017,375000,52.3641851,4.8907747
86.0,2.0,1082,650000,52.3314299,4.8766928
126.0,5.0,1058,799000,52.3583805,4.8494046
58.0,2.0,1034,194000,52.4076495,4.9172724
75.0,3.0,1011,419000,52.3729762,4.9039565
110.0,3.0,1012,699000,52.3733862,4.8940639
70.0,5.0,1018,450000,52.3683871,4.9180909
149.0,1.0,1032,775000,52.395149,4.9162053
86.0,4.0,1064,350000,52.3724594,4.8192201
85.0,3.0,1081,Prijs op aanvraag,52.3337697,4.8522405
119.0,4.0,1013,525000,52.396789,4.8766067
19.0,,1063,37500,52.3815295,4.825779
170.0,6.0,1057,835000,52.3670713,4.8531117
115.0,5.0,1093,648000,52.3612861,4.9284541
43.0,2.0,1075,269000,52.3515641,4.856651
124.0,5.0,1092,750000,52.358913,4.9213875
31.0,3.0,1016,295000,52.3711467,4.8837046
76.0,3.0,1034,200000,52.4076495,4.9172724
43.0,2.0,1013,319000,52.396789,4.8766067
191.0,3.0,1061,689000,52.3730438,4.837568
63.0,4.0,1072,400000,52.3522009,4.8903141
45.0,2.0,1102,175000,52.3135175,4.9547795
97.0,3.0,1087,349000,52.3555895,5.0005613
91.0,3.0,1062,335000,52.3517216,4.8371533
83.0,5.0,1076,549000,52.3440889,4.860684
56.0,1.0,1055,245000,52.3817073,4.8540225
48.0,2.0,1025,179011,52.3996222,4.9369594
62.0,3.0,1107,185000,52.2912462,4.9773243
56.0,3.0,1055,245000,52.3817073,4.8540225
152.0,4.0,1017,845000,52.3641851,4.8907747
150.0,5.0,1054,895000,52.3612327,4.8653587
463.0,9.0,1015,3450000,52.3790928,4.885109
102.0,4.0,1034,350000,52.4076495,4.9172724
101.0,4.0,1092,529000,52.358913,4.9213875
216.0,5.0,1017,1500000,52.3641851,4.8907747
149.0,4.0,1060,450000,40.8046725,-73.9634204
59.0,2.0,1058,230000,52.3583805,4.8494046
165.0,6.0,1067,500000,52.3765795,4.7834602
75.0,4.0,1065,248800,52.3560303,4.8296176
125.0,3.0,1054,895000,52.3612327,4.8653587
66.0,3.0,1068,189500,52.3624004,4.8042058
120.0,6.0,1060,400000,40.8046725,-73.9634204
53.0,2.0,1103,155000,52.3234207,4.9728948
94.0,3.0,1071,750000,52.3559882,4.8778762
105.0,5.0,1067,299500,52.3765795,4.7834602
51.0,3.0,1061,240000,52.3730438,4.837568
171.0,6.0,1035,865000,52.4168952,4.9067666
106.0,4.0,1053,625000,52.3663937,4.8695863
123.0,4.0,1019,802000,52.3728583,4.9388278
105.0,5.0,1087,500000,52.3555895,5.0005613
85.0,3.0,1035,235000,52.4168952,4.9067666
64.0,3.0,1017,695000,52.3641851,4.8907747
130.0,5.0,1068,275000,52.3624004,4.8042058
104.0,4.0,1011,675000,52.3729762,4.9039565
49.0,3.0,1054,340000,52.3612327,4.8653587
72.0,3.0,1069,185000,52.3576375,4.7901227
149.0,6.0,1095,649000,52.359026,4.9611967
88.0,4.0,1108,210000,52.3065615,4.9933607
94.0,5.0,1057,515000,52.3670713,4.8531117
96.0,3.0,1104,250000,52.3164474,4.9802023
118.0,3.0,1016,625000,52.3711467,4.8837046
82.0,4.0,1051,550000,52.3797728,4.8686235
124.0,5.0,1035,345000,52.4168952,4.9067666
56.0,2.0,1054,325000,52.3612327,4.8653587
87.0,3.0,1018,750000,52.3683871,4.9180909
72.0,3.0,1033,245000,52.4095854,4.8868895
49.0,2.0,1056,285000,52.3732792,4.8544858
74.0,3.0,1015,499000,52.3790928,4.885109
132.0,6.0,1087,485000,52.3555895,5.0005613
34.0,2.0,1051,215000,52.3797728,4.8686235
51.0,3.0,1067,235000,52.3765795,4.7834602
75.0,3.0,1034,200000,52.4076495,4.9172724
57.0,3.0,1034,200000,52.4076495,4.9172724
58.0,3.0,1055,279000,52.3817073,4.8540225
98.0,3.0,1016,700000,52.3711467,4.8837046
210.0,5.0,1091,1700000,52.3565396,4.9143228
152.0,5.0,1017,1250000,52.3641851,4.8907747
95.0,4.0,1087,339000,52.3555895,5.0005613
93.0,4.0,1081,399000,52.3337697,4.8522405
163.0,5.0,1081,650000,52.3337697,4.8522405
53.0,2.0,1078,325000,52.3441217,4.8922031
251.0,8.0,1071,1780000,52.3559882,4.8778762
122.0,3.0,1069,324500,52.3576375,4.7901227
45.0,3.0,1055,262500,52.3817073,4.8540225
70.0,3.0,1074,425000,52.351518,4.90679
101.0,4.0,1035,275000,52.4168952,4.9067666
69.0,3.0,1064,225000,52.3724594,4.8192201
54.0,2.0,1072,310000,52.3522009,4.8903141
94.0,4.0,1107,199500,52.2912462,4.9773243
164.0,4.0,1077,1125000,52.3435465,4.8738549
65.0,2.0,1055,285000,52.3817073,4.8540225
51.0,2.0,1056,315000,52.3732792,4.8544858
94.0,4.0,1068,325000,52.3624004,4.8042058
155.0,5.0,1011,900000,52.3729762,4.9039565
53.0,3.0,1072,367500,52.3522009,4.8903141
38.0,2.0,1074,250000,52.351518,4.90679
50.0,3.0,1052,350000,52.3768523,4.87475
163.0,5.0,1079,925000,52.3421834,4.9067927
105.0,4.0,1087,400000,52.3555895,5.0005613
167.0,6.0,1086,384000,52.3617208,4.981714
68.0,3.0,1082,250000,52.3314299,4.8766928
151.0,9.0,1071,1095000,52.3559882,4.8778762
57.0,2.0,1102,145000,52.3135175,4.9547795
81.0,2.0,1081,425000,52.3337697,4.8522405
73.0,3.0,1016,425000,52.3711467,4.8837046
335.0,5.0,1014,3180000,52.3923045,4.8558842
53.0,3.0,1074,335000,52.351518,4.90679
46.0,2.0,1031,285000,52.3903988,4.9020632
109.0,4.0,1106,279000,52.3007124,4.9740506
83.0,3.0,1069,269000,52.3576375,4.7901227
134.0,6.0,1063,425000,52.3815295,4.825779
126.0,3.0,1014,1065000,52.3923045,4.8558842
239.0,4.0,1013,1725000,52.396789,4.8766067
97.0,4.0,1016,695000,52.3711467,4.8837046
122.0,5.0,1056,595000,52.3732792,4.8544858
124.0,4.0,1096,895000,52.3363412,4.9190299
85.0,2.0,1015,525000,52.3790928,4.885109
80.0,3.0,1055,439000,52.3817073,4.8540225
128.0,5.0,1060,449000,40.8046725,-73.9634204
100.0,4.0,1069,445000,52.3576375,4.7901227
12.0,,1019,40000,52.3728583,4.9388278
40.0,1.0,1082,219042,52.3314299,4.8766928
49.0,2.0,1012,300000,52.3733862,4.8940639
50.0,3.0,1094,300000,52.3636588,4.9355226
135.0,3.0,1031,750000,52.3903988,4.9020632
32.0,2.0,1013,325000,52.396789,4.8766067
70.0,4.0,1032,275000,52.395149,4.9162053
112.0,3.0,1077,650000,52.3435465,4.8738549
91.0,3.0,1057,450000,52.3670713,4.8531117
138.0,4.0,1018,1000000,52.3683871,4.9180909
72.0,2.0,1068,225000,52.3624004,4.8042058
200.0,1.0,1079,895000,52.3421834,4.9067927
69.0,3.0,1106,169500,52.3007124,4.9740506
56.0,2.0,1094,277500,52.3636588,4.9355226
219.0,5.0,1098,1000000,52.3511236,4.9482332
68.0,2.0,1069,210000,52.3576375,4.7901227
88.0,4.0,1055,395000,52.3817073,4.8540225
80.0,3.0,1035,225000,52.4168952,4.9067666
61.0,2.0,1071,475000,52.3559882,4.8778762
47.0,3.0,1055,215000,52.3817073,4.8540225
207.0,4.0,1092,950000,52.358913,4.9213875
59.0,4.0,1091,315000,52.3565396,4.9143228
60.0,3.0,1052,275000,52.3768523,4.87475
158.0,6.0,1087,625000,52.3555895,5.0005613
75.0,3.0,1018,400000,52.3683871,4.9180909
529.0,4.0,1079,4690000,52.3421834,4.9067927
117.0,4.0,1077,799000,52.3435465,4.8738549
51.0,3.0,1061,240000,52.3730438,4.837568
84.0,3.0,1024,235000,52.3934948,4.9558257
77.0,3.0,1076,400000,52.3440889,4.860684
32.0,2.0,1012,249000,52.3733862,4.8940639
46.0,2.0,1016,325000,52.3711467,4.8837046
75.0,4.0,1061,350000,52.3730438,4.837568
74.0,3.0,1069,265000,52.3576375,4.7901227
96.0,4.0,1025,290000,52.3996222,4.9369594
87.0,4.0,1102,200000,52.3135175,4.9547795
57.0,3.0,1055,289000,52.3817073,4.8540225
54.0,3.0,1054,320000,52.3612327,4.8653587
170.0,7.0,1057,700000,52.3670713,4.8531117
121.0,3.0,1061,450000,52.3730438,4.837568
140.0,4.0,1018,720000,52.3683871,4.9180909
70.0,2.0,1011,450000,52.3729762,4.9039565
84.0,3.0,1024,200000,52.3934948,4.9558257
120.0,4.0,1026,832500,52.3812323,4.9935529
114.0,4.0,1035,295000,52.4168952,4.9067666
195.0,5.0,1071,2500000,52.3559882,4.8778762
120.0,5.0,1069,435000,52.3576375,4.7901227
52.0,3.0,1023,200000,52.3870802,4.9496855
133.0,5.0,1098,695000,52.3511236,4.9482332
120.0,4.0,1096,693554,52.3363412,4.9190299
25.0,1.0,1013,189000,52.396789,4.8766067
154.0,5.0,1018,999500,52.3683871,4.9180909
108.0,4.0,1056,475000,52.3732792,4.8544858
68.0,3.0,1106,185000,52.3007124,4.9740506
96.0,5.0,1021,350000,52.3834657,4.9173131
78.0,3.0,1019,325000,52.3728583,4.9388278
112.0,4.0,1077,700000,52.3435465,4.8738549
115.0,5.0,1017,650000,52.3641851,4.8907747
64.0,3.0,1074,395000,52.351518,4.90679
140.0,6.0,1015,1300000,52.3790928,4.885109
132.0,4.0,1071,975000,52.3559882,4.8778762
89.0,5.0,1051,469000,52.3797728,4.8686235
69.0,2.0,1012,604840,52.3733862,4.8940639
72.0,4.0,1079,395000,52.3421834,4.9067927
58.0,3.0,1072,399000,52.3522009,4.8903141
96.0,5.0,1068,255000,52.3624004,4.8042058
80.0,3.0,1082,350000,52.3314299,4.8766928
147.0,3.0,1014,1280000,52.3923045,4.8558842
153.0,6.0,1035,575000,52.4168952,4.9067666
48.0,4.0,1055,215000,52.3817073,4.8540225
200.0,7.0,1091,1000000,52.3565396,4.9143228
143.0,3.0,1016,770000,52.3711467,4.8837046
35.0,2.0,1092,225000,52.358913,4.9213875
40.0,2.0,1017,250000,52.3641851,4.8907747
232.0,4.0,1071,2850000,52.3559882,4.8778762
116.0,5.0,1061,425000,52.3730438,4.837568
70.0,3.0,1102,175000,52.3135175,4.9547795
52.0,3.0,1092,269000,52.358913,4.9213875
43.0,3.0,1054,300000,52.3612327,4.8653587
76.0,3.0,1059,450000,52.3460212,4.8461017
33.0,1.0,1013,250000,52.396789,4.8766067
33.0,2.0,1092,199000,52.358913,4.9213875
56.0,4.0,1059,325000,52.3460212,4.8461017
85.0,4.0,1019,369000,52.3728583,4.9388278
48.0,3.0,1053,295000,52.3663937,4.8695863
75.0,3.0,1013,350000,52.396789,4.8766067
124.0,5.0,1058,425000,52.3583805,4.8494046
221.0,7.0,1091,1650000,52.3565396,4.9143228
104.0,4.0,1059,650000,52.3460212,4.8461017
92.0,3.0,1018,499000,52.3683871,4.9180909
74.0,3.0,1076,425000,52.3440889,4.860684
43.0,2.0,1067,195000,52.3765795,4.7834602
51.0,3.0,1058,300000,52.3583805,4.8494046
46.0,2.0,1074,279000,52.351518,4.90679
136.0,4.0,1096,789697,52.3363412,4.9190299
36.0,2.0,1053,210000,52.3663937,4.8695863
105.0,4.0,1021,425000,52.3834657,4.9173131
100.0,3.0,1074,695000,52.351518,4.90679
195.0,5.0,1067,522500,52.3765795,4.7834602
12.0,,1019,27500,52.3728583,4.9388278
145.0,7.0,1064,475000,52.3724594,4.8192201
78.0,3.0,1056,325000,52.3732792,4.8544858
99.0,4.0,1066,315000,52.3431932,4.817434
89.0,3.0,1019,435000,52.3728583,4.9388278
228.0,8.0,1015,1950000,52.3790928,4.885109
176.0,5.0,1018,1090000,52.3683871,4.9180909
48.0,2.0,1055,295000,52.3817073,4.8540225
59.0,2.0,1058,275000,52.3583805,4.8494046
69.0,3.0,1092,350000,52.358913,4.9213875
94.0,4.0,1064,315000,52.3724594,4.8192201
103.0,5.0,1097,700000,52.3449297,4.9319025
88.0,3.0,1017,600000,52.3641851,4.8907747
77.0,4.0,1067,257500,52.3765795,4.7834602
102.0,5.0,1067,330000,52.3765795,4.7834602
45.0,2.0,1053,259500,52.3663937,4.8695863
153.0,3.0,1035,599000,52.4168952,4.9067666
106.0,3.0,1082,800000,52.3314299,4.8766928
51.0,3.0,1071,350000,52.3559882,4.8778762
145.0,4.0,1013,850000,52.396789,4.8766067
77.0,3.0,1012,447500,52.3733862,4.8940639
42.0,2.0,1076,300000,52.3440889,4.860684
255.0,5.0,1081,1295000,52.3337697,4.8522405
90.0,3.0,1073,575000,52.351928,4.896904
82.0,3.0,1025,225000,52.3996222,4.9369594
66.0,2.0,1018,400000,52.3683871,4.9180909
58.0,3.0,1055,294000,52.3817073,4.8540225
150.0,5.0,1076,1100000,52.3440889,4.860684
100.0,4.0,1083,449500,52.3297611,4.888615
99.0,3.0,1087,325000,52.3555895,5.0005613
24.0,1.0,1052,180000,52.3768523,4.87475
68.0,4.0,1098,315000,52.3511236,4.9482332
77.0,3.0,1060,259000,40.8046725,-73.9634204
41.0,3.0,1051,239000,52.3797728,4.8686235
153.0,4.0,1034,1195000,52.4076495,4.9172724
50.0,2.0,1064,189000,52.3724594,4.8192201
79.0,5.0,1109,299000,52.3110148,5.0140928
196.0,7.0,1087,935000,52.3555895,5.0005613
104.0,3.0,1062,400000,52.3517216,4.8371533
96.0,4.0,1019,450000,52.3728583,4.9388278
81.0,3.0,1082,470000,52.3314299,4.8766928
51.0,3.0,1061,240000,52.3730438,4.837568
53.0,2.0,1072,350000,52.3522009,4.8903141
52.0,4.0,1056,289000,52.3732792,4.8544858
72.0,3.0,1078,340000,52.3441217,4.8922031
98.0,4.0,1098,625000,52.3511236,4.9482332
57.0,3.0,1058,340000,52.3583805,4.8494046
51.0,1.0,1061,240000,52.3730438,4.837568
83.0,4.0,1064,225000,52.3724594,4.8192201
109.0,4.0,1059,575000,52.3460212,4.8461017
360.0,8.0,1066,1345000,52.3431932,4.817434
209.0,7.0,1053,1150000,52.3663937,4.8695863
45.0,2.0,1015,265000,52.3790928,4.885109
136.0,5.0,1064,385000,52.3724594,4.8192201
70.0,2.0,1012,495000,52.3733862,4.8940639
112.0,2.0,1072,699000,52.3522009,4.8903141
29.0,1.0,1091,200000,52.3565396,4.9143228
97.0,3.0,1068,295000,52.3624004,4.8042058
40.0,2.0,1013,250000,52.396789,4.8766067
62.0,2.0,1034,240000,52.4076495,4.9172724
197.0,4.0,1082,1500000,52.3314299,4.8766928
411.0,8.0,1016,3650000,52.3711467,4.8837046
125.0,4.0,1033,425000,52.4095854,4.8868895
82.0,3.0,1024,275000,52.3934948,4.9558257
88.0,3.0,1034,300000,52.4076495,4.9172724
208.0,4.0,1082,1600000,52.3314299,4.8766928
79.0,3.0,1051,450000,52.3797728,4.8686235
110.0,5.0,1106,249500,52.3007124,4.9740506
84.0,4.0,1033,215000,52.4095854,4.8868895
63.0,4.0,1059,350000,52.3460212,4.8461017
112.0,4.0,1054,670000,52.3612327,4.8653587
59.0,2.0,1094,325000,52.3636588,4.9355226
99.0,4.0,1067,350000,52.3765795,4.7834602
111.0,3.0,1015,549500,52.3790928,4.885109
109.0,2.0,1016,649000,52.3711467,4.8837046
141.0,6.0,1060,405000,40.8046725,-73.9634204
40.0,2.0,1062,166189,52.3517216,4.8371533
156.0,5.0,1013,850000,52.396789,4.8766067
124.0,6.0,1058,650000,52.3583805,4.8494046
237.0,3.0,1015,1495000,52.3790928,4.885109
74.0,3.0,1018,425000,52.3683871,4.9180909
42.0,2.0,1073,225000,52.351928,4.896904
202.0,8.0,1014,1131408,52.3923045,4.8558842
48.0,2.0,1094,215000,52.3636588,4.9355226
100.0,4.0,1104,265000,52.3164474,4.9802023
124.0,5.0,1058,425000,52.3583805,4.8494046
150.0,5.0,1069,698000,52.3576375,4.7901227
94.0,3.0,1069,319500,52.3576375,4.7901227
94.0,3.0,1102,295000,52.3135175,4.9547795
128.0,9.0,1012,840000,52.3733862,4.8940639
105.0,5.0,1012,625000,52.3733862,4.8940639
109.0,4.0,1103,215000,52.3234207,4.9728948
83.0,6.0,1093,375000,52.3612861,4.9284541
38.0,2.0,1013,295000,52.396789,4.8766067
72.0,4.0,1069,185000,52.3576375,4.7901227
164.0,5.0,1015,1000000,52.3790928,4.885109
158.0,7.0,1026,1195000,52.3812323,4.9935529
81.0,4.0,1026,485000,52.3812323,4.9935529
70.0,3.0,1018,425000,52.3683871,4.9180909
93.0,3.0,1054,675000,52.3612327,4.8653587
157.0,5.0,1017,1100000,52.3641851,4.8907747
105.0,4.0,1054,795000,52.3612327,4.8653587
70.0,3.0,1074,439000,52.351518,4.90679
107.0,4.0,1012,1195000,52.3733862,4.8940639
60.0,3.0,1032,275000,52.395149,4.9162053
131.0,5.0,1034,450000,52.4076495,4.9172724
135.0,4.0,1016,795000,52.3711467,4.8837046
63.0,3.0,1072,389000,52.3522009,4.8903141
263.0,6.0,1016,2600000,52.3711467,4.8837046
100.0,4.0,1058,425000,52.3583805,4.8494046
194.0,4.0,1082,1700000,52.3314299,4.8766928
36.0,2.0,1094,200000,52.3636588,4.9355226
47.0,2.0,1052,Prijs op aanvraag,52.3768523,4.87475
134.0,4.0,1053,695000,52.3663937,4.8695863
100.0,3.0,1057,599000,52.3670713,4.8531117
80.0,3.0,1051,550000,52.3797728,4.8686235
89.0,4.0,1104,209000,52.3164474,4.9802023
91.0,3.0,1087,300000,52.3555895,5.0005613
192.0,6.0,1086,750000,52.3617208,4.981714
127.0,5.0,1058,640000,52.3583805,4.8494046
51.0,2.0,1074,249900,52.351518,4.90679
99.0,3.0,1058,600000,52.3583805,4.8494046
84.0,4.0,1024,199000,52.3934948,4.9558257
134.0,5.0,1069,369000,52.3576375,4.7901227
87.0,5.0,1023,325000,52.3870802,4.9496855
60.0,6.0,1095,475000,52.359026,4.9611967
93.0,4.0,1069,200000,52.3576375,4.7901227
83.0,4.0,1024,235000,52.3934948,4.9558257
126.0,3.0,1014,1085000,52.3923045,4.8558842
129.0,3.0,1012,1310000,52.3733862,4.8940639
81.0,3.0,1035,265000,52.4168952,4.9067666
145.0,4.0,1024,550000,52.3934948,4.9558257
171.0,6.0,1069,519000,52.3576375,4.7901227
43.0,2.0,1072,290000,52.3522009,4.8903141
140.0,5.0,1060,417500,40.8046725,-73.9634204
131.0,5.0,1087,350000,52.3555895,5.0005613
68.0,3.0,1058,400000,52.3583805,4.8494046
200.0,6.0,1075,1300000,52.3515641,4.856651
100.0,5.0,1067,325000,52.3765795,4.7834602
51.0,3.0,1055,265000,52.3817073,4.8540225
39.0,1.0,1052,200000,52.3768523,4.87475
363.0,9.0,1054,4500000,52.3612327,4.8653587
100.0,3.0,1054,525000,52.3612327,4.8653587
64.0,3.0,1055,295000,52.3817073,4.8540225
111.0,4.0,1066,325000,52.3431932,4.817434
52.0,2.0,1092,325000,52.358913,4.9213875
90.0,3.0,1093,375000,52.3612861,4.9284541
70.0,3.0,1055,329000,52.3817073,4.8540225
127.0,3.0,1014,1120000,52.3923045,4.8558842
103.0,4.0,1034,289000,52.4076495,4.9172724
134.0,6.0,1016,795000,52.3711467,4.8837046
37.0,2.0,1091,225000,52.3565396,4.9143228
99.0,4.0,1052,575000,52.3768523,4.87475
145.0,4.0,1014,890208,52.3923045,4.8558842
168.0,5.0,1077,1250000,52.3435465,4.8738549
88.0,4.0,1079,400000,52.3421834,4.9067927
57.0,2.0,1058,320000,52.3583805,4.8494046
78.0,3.0,1066,265000,52.3431932,4.817434
60.0,3.0,1053,435000,52.3663937,4.8695863
27.0,1.0,1013,200000,52.396789,4.8766067
94.0,4.0,1068,265000,52.3624004,4.8042058
235.0,4.0,1017,1410000,52.3641851,4.8907747
230.0,6.0,1060,695000,40.8046725,-73.9634204
65.0,3.0,1075,475000,52.3515641,4.856651
377.0,7.0,1075,3750000,52.3515641,4.856651
72.0,3.0,1017,500000,52.3641851,4.8907747
84.0,4.0,1098,425000,52.3511236,4.9482332
127.0,4.0,1013,1050000,52.396789,4.8766067
124.0,4.0,1054,850000,52.3612327,4.8653587
12.0,,1093,32500,52.3612861,4.9284541
68.0,4.0,1069,195000,52.3576375,4.7901227
152.0,5.0,1071,995000,52.3559882,4.8778762
124.0,4.0,1077,998000,52.3435465,4.8738549
275.0,9.0,1016,1750000,52.3711467,4.8837046
10.0,,1034,29500,52.4076495,4.9172724
128.0,5.0,1017,800000,52.3641851,4.8907747
133.0,5.0,1060,365000,40.8046725,-73.9634204
70.0,3.0,1055,375000,52.3817073,4.8540225
66.0,2.0,1025,209000,52.3996222,4.9369594
83.0,5.0,1109,325000,52.3110148,5.0140928
60.0,3.0,1058,325000,52.3583805,4.8494046
125.0,4.0,1062,464026,52.3517216,4.8371533
47.0,2.0,1095,239000,52.359026,4.9611967
110.0,7.0,1065,310000,52.3560303,4.8296176
71.0,3.0,1015,475000,52.3790928,4.885109
47.0,4.0,1012,475000,52.3733862,4.8940639
324.0,1.0,1081,1865000,52.3337697,4.8522405
124.0,6.0,1060,375000,40.8046725,-73.9634204
134.0,4.0,1074,450000,52.351518,4.90679
153.0,3.0,1013,725000,52.396789,4.8766067
108.0,3.0,1019,499000,52.3728583,4.9388278
84.0,3.0,1092,500000,52.358913,4.9213875
136.0,3.0,1016,900000,52.3711467,4.8837046
325.0,7.0,1016,2000000,52.3711467,4.8837046
59.0,3.0,1075,335000,52.3515641,4.856651
95.0,4.0,1035,300000,52.4168952,4.9067666
76.0,3.0,1056,430000,52.3732792,4.8544858
250.0,8.0,1098,1100000,52.3511236,4.9482332
80.0,3.0,1082,289000,52.3314299,4.8766928
79.0,4.0,1082,325000,52.3314299,4.8766928
75.0,4.0,1018,350000,52.3683871,4.9180909
160.0,2.0,1087,649500,52.3555895,5.0005613
488.0,7.0,1096,3049915,52.3363412,4.9190299
138.0,5.0,1092,725000,52.358913,4.9213875
68.0,3.0,1082,320000,52.3314299,4.8766928
68.0,3.0,1082,300000,52.3314299,4.8766928
144.0,6.0,1079,835000,52.3421834,4.9067927
121.0,3.0,1062,450000,52.3517216,4.8371533
315.0,8.0,1058,2400000,52.3583805,4.8494046
110.0,3.0,1012,665000,52.3733862,4.8940639
50.0,2.0,1011,385000,52.3729762,4.9039565
71.0,2.0,1108,175000,52.3065615,4.9933607
150.0,5.0,1013,1150000,52.396789,4.8766067
